filing_name,filing_date,district_court,exchange,ticker
ON Semiconductor Corporation,07/05/2001,S.D. New York,NASDAQ,ONNN
InterNAP Network Services Corporation,07/03/2001,S.D. New York,NASDAQ,INAP
Network Plus Corporation,07/03/2001,S.D. New York,NASDAQ,NPLS
"Proton Energy Systems, Inc.",07/03/2001,S.D. New York,NASDAQ,PRTN
"Redback Networks, Inc.",07/03/2001,S.D. New York,NASDAQ,RBAK
"Akamai Technologies, Inc.",07/02/2001,S.D. New York,NASDAQ,AKAM
Next Level Communications,07/02/2001,S.D. New York,NASDAQ,NXTV
"Sycamore Networks, Inc.",07/02/2001,S.D. New York,NASDAQ,SCMR
Bank of New York : U.S. Trust Company's Heritage Bonds,06/29/2001,C.D. California,Privately Traded,Privately Traded
"Digitas, Inc.",06/29/2001,S.D. New York,NASDAQ,DTAS
Agency.com Ltd.,06/28/2001,S.D. New York,NASDAQ,ACOM
Chinadotcom Corporation,06/28/2001,S.D. New York,NASDAQ,CHINA
eToys Inc.,06/28/2001,S.D. New York,NASDAQ,ETYS
"Drugstore.com, Inc.",06/27/2001,S.D. New York,NASDAQ,DSCM
"Covad Communications Group, Inc.",06/26/2001,S.D. New York,OTC-BB,COVD
"New Focus, Inc.",06/26/2001,S.D. New York,NASDAQ,NUFO
"Safeguard Scientifics, Inc.",06/26/2001,E.D. Pennsylvania,New York SE,SFE
Sprint Corporation : FON and PCS Common Stock,06/25/2001,D. Kansas,New York SE,FON
Transmeta Corporation,06/25/2001,N.D. California,NASDAQ,TMTA
"Duratek, Inc.",06/22/2001,D. Maryland,NASDAQ,DRTK
"Tyson Foods, Inc. : Sellers of IBP Common Stock",06/22/2001,D. Delaware,New York SE,IBP
"Accelerated Networks, Inc.",06/21/2001,S.D. New York,NASDAQ,ACCLE
"Value America , Inc.",06/21/2001,S.D. New York,NASDAQ,VUSA
Palm Inc.,06/20/2001,S.D. New York,NASDAQ,PALM
"Silverstream Software, Inc.",06/20/2001,S.D. New York,NASDAQ,SSSW
"Aether Systems, Inc.",06/19/2001,S.D. New York,NASDAQ,AETH
"Commerce One, Inc.",06/19/2001,S.D. New York,NASDAQ,CMRC
"InfoSpace, Inc.",06/19/2001,W.D. Washington,NASDAQ,INSP
"Raytheon Company : Washington Group International, Inc. : Common Stock or Senior Notes",06/19/2001,D. Idaho,New York SE,WNG
"Avenue A, Inc.",06/15/2001,S.D. New York,NASDAQ,AVEA
"Chronimed, Inc.",06/15/2001,D. Minnesota,NASDAQ,CHMD
"deltathree.com, Inc.",06/15/2001,S.D. New York,NASDAQ,DDDC
"Razorfish, Inc.",06/15/2001,S.D. New York,NASDAQ,RAZF
"Curtis International, Ltd.",06/14/2001,S.D. New York,NASDAQ,CURT
"724 Solutions, Inc.",06/13/2001,S.D. New York,NASDAQ,SVNX
"iPrint.com, Inc.",06/13/2001,S.D. New York,NASDAQ,IPRT
"Muse Technologies, Inc.",06/13/2001,D. Massachusetts,NASDAQ,MUZE
"NaviSite, Inc.",06/13/2001,S.D. New York,NASDAQ,NAVI
"Netcentives, Inc.",06/13/2001,S.D. New York,NASDAQ,NCNT
"Onvia.com, Inc.",06/13/2001,S.D. New York,NASDAQ,ONVI
"Audible, Inc.",06/12/2001,S.D. New York,NASDAQ,ADBL
"ECI Telecom, Ltd.",06/12/2001,E.D. Virginia,NASDAQ,ECIL
Telaxis Communications Corporation,06/12/2001,S.D. New York,NASDAQ,TLXS
"TiVo, Inc.",06/12/2001,S.D. New York,NASDAQ,TIVO
"VerticalNet, Inc.",06/12/2001,S.D. New York,NASDAQ,VERT
"Net2000 Communications, Inc.",06/11/2001,S.D. New York,NASDAQ,NTKK
"Retek, Inc.",06/11/2001,S.D. New York,NASDAQ,RETK
CacheFlow Inc.,06/08/2001,S.D. New York,NASDAQ,CFLO
"El Sitio, Inc.",06/08/2001,S.D. New York,NASDAQ,LCTO
Intersil Holding Corporation,06/08/2001,S.D. New York,NASDAQ,ISIL
Caliper Technologies Corporation,06/07/2001,S.D. New York,NASDAQ,CALP
"Z-TEL Technologies, Inc.",06/07/2001,S.D. New York,NASDAQ,ZTEL
"Gadzoox Networks, Inc.",06/06/2001,S.D. New York,NASDAQ,ZOOX
"Digital Impact, Inc.",06/05/2001,S.D. New York,NASDAQ,DIGI
"Expedia, Inc.",06/05/2001,S.D. New York,NASDAQ,EXPE
"InterVoice-Brite, Inc.",06/05/2001,N.D. Texas,NASDAQ,INTV
"iVillage, Inc.",06/05/2001,S.D. New York,NASDAQ,IVIL
PNV Inc.,06/05/2001,S.D. New York,NASDAQ,PNV
"Selectica, Inc.",06/05/2001,S.D. New York,NASDAQ,SLTC
Streamedia Communications Inc.,06/05/2001,S.D. New York,NASDAQ,SMIL
Emex Corporation,06/04/2001,S.D. New York,NASDAQ,EMEX
"Organic, Inc.",06/01/2001,S.D. New York,NASDAQ,OGNC
"Wireless Facilities, Inc.",06/01/2001,S.D. New York,NASDAQ,WFII
Eaton Vance Corporation,05/25/2001,D. Massachusetts,Privately Traded,Privately Traded
AremisSoft Corporation,05/24/2001,D. New Jersey,NASDAQ,AREM
"ATI Technologies, Inc.",05/23/2001,E.D. Pennsylvania,NASDAQ,ATYT
"Robotic Vision Systems, Inc.",05/23/2001,D. Massachusetts,NASDAQ,ROBV
"Loral Space & Communications, Ltd.",05/22/2001,S.D. New York,New York SE,LOR
"Luxottica Group S.p.A. : Sunglass Hut International, Inc. Common Stock",05/22/2001,E.D. New York,NASDAQ,RAYS
InterTrust Technologies Corporation,05/17/2001,S.D. New York,NASDAQ,ITRU
"MP3.com, Inc.",05/17/2001,S.D. New York,NASDAQ,MPPP
"SeaView Video Technology, Inc.",05/17/2001,M.D. Florida,OTC-BB,SEVU
"Stamps.com, Inc.",05/17/2001,S.D. New York,NASDAQ,STMP
"Liberate Technologies, Inc.",05/16/2001,S.D. New York,NASDAQ,LBRT
"First Union Securities, Inc. : Ask Jeeves, Inc.",05/14/2001,M.D. Florida,NASDAQ,ASKJ
"DoubleClick, Inc.",05/10/2001,S.D. New York,NASDAQ,DCLK
"Internet Capital Group, Inc.",05/10/2001,S.D. New York,NASDAQ,ICGE
"Network Commerce, Inc.",05/10/2001,W.D. Washington,NASDAQ,NWKC
"PrimeBuy Network.com, Inc.",05/10/2001,D. Idaho,Privately Traded,Privately Traded
"Multex.com, Inc.",05/08/2001,S.D. New York,NASDAQ,MLTX
Corvis Corporation,05/07/2001,S.D. New York,NASDAQ,CORV
Digimarc Corporation,05/03/2001,S.D. New York,NASDAQ,DMRC
"Amazon.com, Inc. : 6.875% Premium Adjustable Convertible Securities (PEACS)",05/02/2001,W.D. Washington,Undetermined,Undetermined
The Kroger Company,05/01/2001,S.D. Ohio,New York SE,KR
"U.S. Aggregates, Inc.",05/01/2001,N.D. California,New York SE,AGA
Dollar General Corporation,04/30/2001,M.D. Tennessee,New York SE,DG
"FreeMarkets, Inc.",04/27/2001,W.D. Pennsylvania,NASDAQ,FMKT
"Owens Corning, Inc. : 7.5% Notes due May 1, 2005 and 7.7% Notes due May 1, 2008",04/27/2001,D. Massachusetts,Undetermined,Undetermined
"PurchasePro.com, Inc.",04/26/2001,D. Nevada,NASDAQ,PPRO
"Marimba, Inc.",04/24/2001,S.D. New York,NASDAQ,MRBA
Ventro Corporation,04/24/2001,S.D. New York,NASDAQ,VNTR
"Autoweb.com, Inc.",04/20/2001,S.D. New York,NASDAQ,AWEB
"Avici Systems, Inc.",04/20/2001,S.D. New York,NASDAQ,AVCI
"Cisco Systems, Inc.",04/20/2001,N.D. California,NASDAQ,CSCO
"DCI Telecommunications, Inc.",04/20/2001,S.D. New York,OTC-BB,DCTC
"NetZero, Inc.",04/20/2001,S.D. New York,NASDAQ,NZRO
Sensormatic Electronics Corporation,04/20/2001,S.D. Florida,New York SE,SRM
"Warnaco Group, Inc. (2001)",04/20/2001,S.D. New York,New York SE,WAC
"Accelerated Networks, Inc.",04/19/2001,C.D. California,NASDAQ,ACCLE
"NCI Building Systems, Inc.",04/18/2001,S.D. Texas,New York SE,NCS
"BroadVision, Inc.",04/17/2001,N.D. California,NASDAQ,BVSN
MarketWatch.com,04/17/2001,S.D. New York,NASDAQ,MKTW
Penn Treaty American Corporation,04/17/2001,E.D. Pennsylvania,New York SE,PTA
PG&E; Corporation,04/17/2001,N.D. California,New York SE,PCG
"PartsBase.com, Inc.",04/16/2001,S.D. Florida,NASDAQ,PRTS
"Bausch & Lomb, Inc.",04/13/2001,W.D. New York,New York SE,BOL
"Humphrey Hospitality Trust, Inc.",04/13/2001,D. Maryland,NASDAQ,HUMP
Applied Micro Circuits Corporation,04/12/2001,S.D. California,NASDAQ,AMCC
"Calico Commerce, Inc.",04/12/2001,S.D. New York,NASDAQ,CLIC
"Versata, Inc.",04/12/2001,N.D. California,NASDAQ,VATA
Rediff.com India Ltd.,04/10/2001,S.D. New York,NASDAQ,REDF
"Winstar Communications, Inc.",04/10/2001,S.D. New York,NASDAQ,WCII
"Orthodontic Centers of America, Inc.",04/09/2001,E.D. Louisiana,New York SE,OCA
Opus360 Corporation,04/06/2001,S.D. New York,NASDAQ,OPUS
"Merrill Lynch & Co., Inc. B2B Internet Holder Depository Receipts : Merrill Lynch Pierce Fenner & Smith",04/04/2001,S.D. New York,American SE,BBH
JNI Corporation,04/02/2001,S.D. California,NASDAQ,JNIC
California Amplifier,03/30/2001,C.D. California,NASDAQ,CAMP
Ventro Corporation,03/30/2001,N.D. California,NASDAQ,VNTR
"Big Fat Fish, Inc.",03/29/2001,C.D. California,Privately Traded,Privately Traded
"Red Hat, Inc.",03/29/2001,S.D. New York,NASDAQ,RHAT
"Turnstone Systems, Inc.",03/28/2001,N.D. California,NASDAQ,TSTN
"PlanetRx.com, Inc.",03/27/2001,S.D. New York,NASDAQ,PLRX
"Keithley Instruments, Inc.",03/26/2001,N.D. Ohio,New York SE,KEI
"iAsiaWorks, Inc.",03/23/2001,N.D. California,NASDAQ,IAWK
"Pinnacle Holdings, Inc.",03/23/2001,M.D. Florida,NASDAQ,BIGT
"Nuance Communications, Inc.",03/21/2001,N.D. California,NASDAQ,NUAN
"Ariba, Inc.",03/20/2001,S.D. New York,NASDAQ,ARBA
Adaptive Broadband Corporation,03/16/2001,N.D. California,NASDAQ,ADAP
"Priceline.com, Inc.",03/16/2001,S.D. New York,NASDAQ,PCLN
"Hayes Financial Group, Inc. : ETS Payphones, Inc. payphone agreements",03/15/2001,M.D. Florida,Privately Traded,Privately Traded
"WebLink Wireless, Inc.",03/14/2001,S.D. New York,NASDAQ,WLNK
"Cell Pathways, Inc.",03/13/2001,E.D. Pennsylvania,NASDAQ,CLPA
"New Focus, Inc.",03/12/2001,N.D. California,NASDAQ,NUFO
"Amazon.com, Inc.",03/09/2001,W.D. Washington,NASDAQ,AMZN
"Nike, Inc.",03/09/2001,D. Oregon,New York SE,NKE
Oracle Corporation,03/09/2001,N.D. California,NASDAQ,ORCL
"Team Communications Group, Inc.",03/09/2001,C.D. California,NASDAQ,TMTV
Broadcom Corporation,03/05/2001,C.D. California,NASDAQ,BRCM
"Department 56, Inc.",03/05/2001,D. Minnesota,New York SE,DFS
"i2 Technologies, Inc.",03/02/2001,N.D. Texas,NASDAQ,ITWO
Globalstar Telecommunications Limited,02/28/2001,S.D. New York,NASDAQ,GSTRF
Intershop Communications AG,02/28/2001,N.D. California,NASDAQ,ISHP
Alliance Pharmaceutical Corporation,02/23/2001,S.D. New York,NASDAQ,ALLP
"Xchange, Inc. (a/k/a Exchange Applications, Inc.)",02/21/2001,D. Massachusetts,NASDAQ,EXAP
Emulex Corporation,02/20/2001,C.D. California,NASDAQ,EMLX
"Smart World Technologies, LLC",02/20/2001,S.D. New York,Privately Traded,Privately Traded
Stan Lee Media Inc.,02/20/2001,C.D. California,NASDAQ,SLEEQ
CommTouch Software,02/16/2001,N.D. California,NASDAQ,CTCH
Nortel Networks Corporation (Nortel I & II),02/16/2001,S.D. New York,New York SE,NT
"NorthPoint Communications Group, Inc.",02/16/2001,N.D. California,NASDAQ,NPNT
Schering-Plough Corporation,02/16/2001,D. New Jersey,New York SE,SGP
"Asche Transportation Services, Inc.",02/15/2001,N.D. Illinois,NASDAQ,ASHE
Nice Systems Ltd.,02/14/2001,D. New Jersey,NASDAQ,NICE
"Worldwide Xceed Group, Inc. (f/n/a Xceed, Inc.)",02/14/2001,S.D. New York,NASDAQ,XCED
"E.W. Blanch Holdings, Inc.",02/12/2001,D. Minnesota,New York SE,EWB
"IBP, Inc.",02/12/2001,D. South Dakota,New York SE,IBP
"Comdisco, Inc.",02/07/2001,N.D. Illinois,New York SE,CDO
"Critical Path, Inc.",02/02/2001,N.D. California,NASDAQ,CPTH
"En Pointe Technologies, Inc.",02/02/2001,S.D. California,NASDAQ,ENPT
"U.S. Interactive, Inc.",02/01/2001,E.D. Pennsylvania,NASDAQ,USITQ
"Guess?, Inc.",01/30/2001,C.D. California,New York SE,GES
"QLT, Inc.",01/28/2001,S.D. New York,NASDAQ,QLTI
"Silicon Storage Technology, Inc.",01/25/2001,N.D. California,NASDAQ,SSTI
"Ascendant Solutions, Inc.",01/23/2001,N.D. Texas,NASDAQ,ASDS
"Pre-Paid Legal Services, Inc.",01/22/2001,W.D. Oklahoma,New York SE,PPD
"Marketing Services Group, Inc.",01/18/2001,N.D. Alabama,NASDAQ,MSGI
"Vlasic Foods International, Inc.",01/17/2001,D. New Jersey,New York SE,VL
"Hamilton Bancorp, Inc.",01/12/2001,S.D. Florida,NASDAQ,HABK
"Intrenet, Inc.",01/11/2001,S.D. Ohio,NASDAQ,INETE
"VA Linux Systems, Inc.",01/11/2001,S.D. New York,NASDAQ,LNUX
Atchison Casting Corporation,01/08/2001,D. Kansas,New York SE,FDY
"M&A; West, Inc.",01/05/2001,N.D. California,OTC-BB,MAWI
Bridgestone Corporation [Common Stock and ADRs],01/04/2001,M.D. Tennessee,NASDAQ,BRDCY
"New Era of Networks, Inc.",01/02/2001,D. Colorado,NASDAQ,NEON
"Network Associates, Inc.",12/29/2000,N.D. California,NASDAQ,NETA
"Foundry Networks, Inc.",12/28/2000,N.D. California,NASDAQ,FDRY
Saxton Inc.,12/22/2000,D. Nevada,NASDAQ,SXTN
"Maxim Pharmaceuticals, Inc.",12/14/2000,S.D. California,NASDAQ,MAXM
Deutsche Telekom AG,12/13/2000,S.D. New York,New York SE,DT
"Razorfish, Inc.",12/13/2000,S.D. New York,NASDAQ,RAZF
"Gateway, Inc.",12/07/2000,S.D. California,New York SE,GTW
DaimlerChrysler AG and Daimler-Benz AG : Chrysler Corporation,11/28/2000,D. Delaware,New York SE,DCX
First Union National Bank : Cyprus Funds (off-shore mutual fund),11/28/2000,S.D. Florida,Open-end Fund,Open-end Fund
"Hanger Orthopedic Group, Inc.",11/28/2000,D. Maryland,New York SE,HGR
PolyMedica Corporation,11/27/2000,D. Massachusetts,NASDAQ,PLMD
"Turkcell Iletisim Hizmetler, A.S.",11/22/2000,S.D. New York,New York SE,TKC
Twinlab Corporation,11/22/2000,E.D. New York,NASDAQ,TWLB
"Advest, Inc. : Massachusetts Industrial Finance Agency Revenue Bonds, Bradford College Issue, Series 1998",11/21/2000,D. Massachusetts,Privately Traded,Privately Traded
"PacifiCare Health Systems, Inc.",11/21/2000,C.D. California,NASDAQ,PHSY
"PRI Automation, Inc.",11/20/2000,D. Massachusetts,NASDAQ,PRIA
"pcOrder.com, Inc.",11/17/2000,W.D. Texas,NASDAQ,PCOR
AT&T; Corporation : AT&T; Wireless Group Tracking Stock,11/16/2000,S.D. New York,New York SE,AWE
Quintus Corporation,11/15/2000,N.D. California,NASDAQ,QNTS
"Heartland Financial USA, Inc. : Heartland High-Yield Municipal Bond Funds",11/13/2000,E.D. Wisconsin,E.D. Wisconsin,E.D. Wisconsin
Coram Healthcare Corporation,11/08/2000,D. New Jersey,OTC-BB,CRHEQ
Del Global Technologies Corporation,11/08/2000,S.D. New York,NASDAQ,DGTCE
"Knight Trading Group, Inc.",11/07/2000,D. New Jersey,NASDAQ,NITE
"MCI WorldCom Inc. and Intermedia Communications, Inc. common stock",11/07/2000,S.D. Mississippi,NASDAQ,WCOM
CompuCredit Corporation,11/06/2000,N.D. Georgia,NASDAQ,CCRT
"Alpharma, Inc.",11/03/2000,D. New Jersey,New York SE,ALO
"PSINet, Inc.",11/03/2000,E.D. Virginia,NASDAQ,PSIX
"Allscripts, Inc.",10/31/2000,N.D. Illinois,NASDAQ,MDRX
"Rent-Way, Inc.",10/31/2000,W.D. Pennsylvania,New York SE,RWY
Clarus Corporation,10/30/2000,N.D. Georgia,NASDAQ,CLRS
Edison International,10/30/2000,C.D. California,New York SE,EIX
AT&T; Corporation,10/27/2000,D. New Jersey,New York SE,T
The Coca-Cola Company,10/27/2000,N.D. Georgia,New York SE,KO
"USEC, Inc.",10/27/2000,D. Maryland,New York SE,USU
"Westell Technologies, Inc.",10/27/2000,N.D. Illinois,NASDAQ,WSTL
marchFIRST Inc.,10/26/2000,N.D. Illinois,NASDAQ,MRCH
"Sonic Innovations, Inc.",10/25/2000,D. Utah,NASDAQ,SNCI
"Copper Mountain Networks, Inc.",10/20/2000,N.D. California,NASDAQ,CMTN
Covad Communications : Common Stock and Convertible Senior Notes,10/20/2000,N.D. California,NASDAQ,COVD
"Sagent Technology, Inc. (2000)",10/20/2000,N.D. California,NASDAQ,SGNT
"Pilot Network Services, Inc.",10/18/2000,N.D. California,NASDAQ,PILT
"Prime Retail, Inc.",10/13/2000,D. Maryland,New York SE,PRT
"Aspeon, Inc.",10/11/2000,C.D. California,NASDAQ,ASPEE
"Mitek Systems, Inc.",10/11/2000,S.D. California,NASDAQ,MITK
"Interspeed, Inc.",10/10/2000,D. Massachusetts,NASDAQ,ISPDE
Azurix Corporation,10/06/2000,S.D. Texas,New York SE,AZX
"Paradyne Networks, Inc.",10/05/2000,M.D. Florida,NASDAQ,PDYN
"Ramp Networks, Inc.",10/03/2000,N.D. California,NASDAQ,RAMP
Priceline.com Inc.,10/02/2000,D. Connecticut,NASDAQ,PCLN
"Insurance Management Solutions Group, Inc.",09/28/2000,M.D. Florida,NASDAQ,INMG
"Revlon, Inc.",09/27/2000,S.D. New York,New York SE,REV
Allaire Corporation,09/25/2000,D. Massachusetts,NASDAQ,ALLR
Ford Motor Company,09/22/2000,E.D. Michigan,New York SE,F
"ICG Communications, Inc.",09/22/2000,D. Colorado,NASDAQ,ICGXQ
"OfficeMax, Inc.",09/22/2000,N.D. Ohio,New York SE,OMX
Mpower Communications Corporation,09/20/2000,W.D. New York,NASDAQ,MPWR
OHSL Financial Corporation,09/20/2000,S.D. Ohio,NASDAQ,OHSL
"MP3.com, Inc.",09/19/2000,S.D. California,NASDAQ,MPPP
"Plug Power, Inc.",09/14/2000,E.D. New York,NASDAQ,PLUG
"Nx Networks, Inc.",09/13/2000,D. Massachusetts,NASDAQ,NXWX
"NetSolve, Inc.",09/11/2000,W.D. Texas,NASDAQ,NTSL
"Crayfish Co., Ltd.",09/08/2000,S.D. New York,NASDAQ,CRFH
"eVision USA.com, Inc.",09/08/2000,S.D. New York,OTC-BB,EVISE
"iXL Enterprises, Inc.",09/08/2000,N.D. Georgia,NASDAQ,IIXL
"Independent Energy Holdings, PLC",09/06/2000,S.D. New York,NASDAQ,INDYY
"Gliatech, Inc.",09/05/2000,N.D. Ohio,NASDAQ,GLIA
"DT Industries, Inc.",09/01/2000,W.D. Missouri,NASDAQ,DTII
Chubb Corporation,08/31/2000,D. New Jersey,New York SE,CB
"Internet Wire, Inc. and Bloomberg, L.P. : Emulex Corporation common stock or call options",08/31/2000,S.D. New York,NASDAQ,EMLX
Peerless Systems Corporation,08/28/2000,S.D. California,NASDAQ,PRLS
GTECH Holdings Corporation,08/25/2000,D. Rhode Island,New York SE,GTK
"Federated Department Stores, Inc.",08/24/2000,S.D. New York,NASDAQ,FD
Xerox Corporation,08/24/2000,D. Connecticut,New York SE,XRX
"Fidelity Holdings, Inc.",08/23/2000,E.D. New York,NASDAQ,FDHG
"Mercator Software, Inc.",08/23/2000,D. Connecticut,NASDAQ,MCTR
Scientific Learning Corporation,08/23/2000,N.D. California,NASDAQ,SCIL
"CDnow, Inc.",08/22/2000,E.D. Pennsylvania,NASDAQ,CDNW
"Warnaco Group, Inc. (2000)",08/22/2000,S.D. New York,New York SE,WAC
California Software Corporation,08/17/2000,C.D. California,OTC-BB,CAWC
"Acrodyne Communications, Inc.",08/16/2000,D. Maryland,NASDAQ,ACROE
TenFold Corporation,08/16/2000,D. Utah,NASDAQ,TENF
Laidlaw Inc. : Bonds,08/14/2000,D. South Carolina,New York SE,New York SE
"Xcelera.com, Inc.",08/11/2000,D. Massachusetts,American SE,XLA
"Lernout & Hauspie Speech Products, N.V.",08/09/2000,D. Massachusetts,NASDAQ,LHSPQ
"NAHC, Inc. (f/k/a Novacare, Inc. )",08/09/2000,E.D. Pennsylvania,New York SE,NOV
"Southwall Technologies, Inc.",08/04/2000,N.D. California,NASDAQ,SWTX
"MAX Internet Communications, Inc.",08/01/2000,N.D. Texas,NASDAQ,MXIP
MTI Technology Corporation,07/31/2000,C.D. California,NASDAQ,MTIC
Unify Corporation,07/31/2000,N.D. California,NASDAQ,UNFY
"Crossroads Systems, Inc.",07/28/2000,W.D. Texas,NASDAQ,CRDS
"NBTY, Inc.",07/28/2000,E.D. New York,NASDAQ,NBTY
Avista Corporation,07/27/2000,E.D. Washington,New York SE,AVA
"Teleglobe, Inc.",07/27/2000,S.D. New York,New York SE,TGO
CapRock Communications Corporation,07/26/2000,N.D. Texas,NASDAQ,CPRK
"Honeywell International, Inc.",07/26/2000,D. New Jersey,New York SE,HON
"Biomatrix, Inc.",07/21/2000,D. New Jersey,New York SE,BXM
"Anicom, Inc.",07/20/2000,N.D. Illinois,NASDAQ,ANIC
"Frontier Insurance Group, Inc.",07/19/2000,S.D. New York,New York SE,FTR
"Pinnacle Systems, Inc.",07/19/2000,N.D. California,NASDAQ,PCLE
Creditrust Corporation,07/14/2000,D. Maryland,NASDAQ,CRDT
"drkoop.com, Inc.",07/14/2000,W.D. Texas,NASDAQ,KOOP
"Advanced Technical Products, Inc.",07/07/2000,N.D. Georgia,NASDAQ,ATPX
"Entrust Technologies, Inc.",07/07/2000,E.D. Texas,NASDAQ,ENTU
"FirstWorld Communications, Inc.",07/07/2000,D. Colorado,NASDAQ,VRDO
"Visual Networks, Inc.",07/07/2000,D. Maryland,NASDAQ,VNWK
"Advanced Equities, Inc. : Pixelon, Inc. Series A Convertible Preferred Stock",06/30/2000,W.D. Kentucky,Privately Traded,Privately Traded
Harmonic Inc.,06/28/2000,N.D. California,NASDAQ,HLIT
"American Electric Power Company, Inc.",06/23/2000,S.D. Ohio,New York SE,AEP
"Reliance Group Holdings, Inc. : Common Stock and Bonds",06/22/2000,S.D. New York,New York SE,REL
"Smith-Gardner & Associates, Inc.",06/22/2000,S.D. Florida,NASDAQ,SGAI
"Steve Madden, Ltd.",06/21/2000,E.D. New York,NASDAQ,SHOO
"Omega Healthcare Investors, Inc.",06/20/2000,S.D. New York,New York SE,OHI
"Open Market, Inc.",06/14/2000,D. Massachusetts,NASDAQ,OMKT
"Citrix Systems, Inc.",06/13/2000,S.D. Florida,NASDAQ,CTXS
"Columbia Laboratories, Inc.",06/13/2000,S.D. Florida,American SE,COB
"Flooring America, Inc.",06/13/2000,N.D. Georgia,New York SE,FRAE
21st Century Holding Company,06/12/2000,S.D. New York,NASDAQ,TCHC
Federal-Mogul Corporation,06/09/2000,E.D. Michigan,New York SE,FMO
"Vari-L Company, Inc.",06/09/2000,D. Colorado,NASDAQ,VARL
"Anika Therapeutics, Inc.",06/08/2000,D. Massachusetts,NASDAQ,ANIK
UniCapital Corporation,06/08/2000,S.D. Florida,New York SE,UCP
"Profit Recovery Group International, Inc.",06/06/2000,N.D. Georgia,NASDAQ,PRGX
"Knight Trading Group, Inc.",06/02/2000,D. New Jersey,NASDAQ,NITE
Tesoro Petroleum Corporation,05/31/2000,W.D. Texas,New York SE,TSO
Racing Champions Corporation,05/30/2000,N.D. Illinois,NASDAQ,RACN
Banc of America Securities LLC (f/k/a NationsBanc Montgomery Securities LLC) : Just For Feet Bonds,05/24/2000,N.D. Alabama,Undetermined,Undetermined
"Performance Technologies, Inc.",05/24/2000,W.D. New York,NASDAQ,PTIX
First Security Corporation,05/22/2000,D. Utah,NASDAQ,FSCO
GTE Corporation,05/22/2000,S.D. New York,New York SE,GTE
"Cyber-Care, Inc.",05/19/2000,S.D. Florida,NASDAQ,CYBR
"U.S. Franchise Systems, Inc.",05/17/2000,N.D. Georgia,NASDAQ,USFS
S1 Corporation,05/08/2000,N.D. Georgia,NASDAQ,SONE
"Stone & Webster, Inc.",05/08/2000,D. Massachusetts,New York SE,SW
Accelr8 Technology Corporation,05/04/2000,D. Colorado,NASDAQ,ACLY
"NutraMax Products, Inc.",05/04/2000,D. Massachusetts,NASDAQ,NMPCQ
Dow Chemical Corporation,05/03/2000,S.D. New York,New York SE,DOW
"Intel Corporation : DSP Communications, Inc. Common Stock",05/01/2000,N.D. California,New York SE,DSP
AK Steel Holding Corporation,04/28/2000,S.D. Ohio,New York SE,AKS
Bristol-Myers Squibb Company (2000),04/25/2000,D. New Jersey,New York SE,BMY
A.T. Cross Company,04/21/2000,D. Rhode Island,American SE,ATX
"On-Point Technology Systems, Inc.",04/20/2000,S.D. California,NASDAQ,ONPT
Serologicals Corporation,04/20/2000,N.D. Georgia,NASDAQ,SERO
"E.spire Communications, Inc.",04/19/2000,D. Maryland,NASDAQ,ESPI
"Kitty Hawk, Inc.",04/19/2000,N.D. Texas,NASDAQ,KTTY
PE Corporation Celera Genomics Group,04/19/2000,D. Connecticut,New York SE,CRA
"SCB Computer Technology, Inc.",04/19/2000,W.D. Tennessee,NASDAQ,SCBI
"Metropolitan Life Insurance Company (MetLife, Inc.)",04/18/2000,E.D. New York,New York SE,New York SE
"Laidlaw Environmental Services, Inc. : Safety-Kleen Corporation, Inc. 9.25% Senior Subordinated Notes due 2008",04/13/2000,D. South Carolina,Undetermined,Undetermined
"Spanlink Communications, Inc.",04/13/2000,D. Minnesota,NASDAQ,SPLK
"Terayon Communication Systems, Inc.",04/13/2000,N.D. California,NASDAQ,TERN
"Conseco, Inc. (2000)",04/07/2000,S.D. Indiana,New York SE,CNC
"Grand Toys International, Inc.",04/07/2000,S.D. New York,NASDAQ,GRIN
"Pacific Gateway Exchange, Inc.",04/07/2000,N.D. California,NASDAQ,PGEX
